source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0006694,steroid biosynthetic process,0.571640850273839,False,"""The chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus; includes de novo formation and steroid interconversion by modification."" [GOC:go_curators]",65,389,2,22737,0.005141388174807198,0.03076923076923077,query_1,"['GO:0008202', 'GO:0008610']"
GO:BP,GO:0040008,regulation of growth,0.5801440879149345,False,"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]",216,389,5,22737,0.012853470437017995,0.023148148148148147,query_1,"['GO:0040007', 'GO:0050789']"
GO:BP,GO:0046839,phospholipid dephosphorylation,0.5859388768856314,False,"""The process of removing one or more phosphate groups from a phosphorylated lipid, any member of a group of substances soluble in lipid solvents but only sparingly soluble in aqueous solvents."" [ISBN:0198506732]",22,389,1,22737,0.002570694087403599,0.045454545454545456,query_1,"['GO:0016311', 'GO:0030258']"
GO:BP,GO:1902532,negative regulation of intracellular signal transduction,0.5859388768856314,False,"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]",22,389,1,22737,0.002570694087403599,0.045454545454545456,query_1,"['GO:0009968', 'GO:0035556', 'GO:1902531']"
GO:BP,GO:0010555,response to mannitol,0.5859388768856314,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mannitol stimulus."" [PMID:17999646]",22,389,1,22737,0.002570694087403599,0.045454545454545456,query_1,['GO:0009743']
GO:BP,GO:0034599,cellular response to oxidative stress,0.5880968978512623,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]",67,389,2,22737,0.005141388174807198,0.029850746268656716,query_1,"['GO:0006979', 'GO:0062197']"
GO:BP,GO:0006816,calcium ion transport,0.5880968978512623,False,"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",67,389,2,22737,0.005141388174807198,0.029850746268656716,query_1,['GO:0030001']
GO:BP,GO:0009785,blue light signaling pathway,0.6007386120938916,False,"""The series of molecular signals initiated upon sensing of blue light by photoreceptor molecule, at a wavelength between 400nm and 470nm."" [GOC:lr, GOC:sm]",23,389,1,22737,0.002570694087403599,0.043478260869565216,query_1,"['GO:0030522', 'GO:0071483']"
GO:BP,GO:0009943,adaxial/abaxial axis specification,0.6007386120938916,False,"""The establishment, maintenance and elaboration of the adaxial / abaxial axis. Adaxial refers to being situated toward an axis of an anatomical structure. Abaxial refers to being situated away from an axis of an anatomical structure."" [GOC:dph, GOC:tb]",23,389,1,22737,0.002570694087403599,0.043478260869565216,query_1,"['GO:0009798', 'GO:0009955']"
GO:BP,GO:0001678,intracellular glucose homeostasis,0.6007386120938916,False,"""A homeostatic process involved in the maintenance of a steady state level of glucose within a cell."" [GOC:dph, GOC:go_curators, GOC:tb]",23,389,1,22737,0.002570694087403599,0.043478260869565216,query_1,"['GO:0042593', 'GO:0055082']"
GO:BP,GO:0030522,intracellular receptor signaling pathway,0.6007386120938916,False,"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]",23,389,1,22737,0.002570694087403599,0.043478260869565216,query_1,['GO:0035556']
GO:BP,GO:0006779,porphyrin-containing compound biosynthetic process,0.6032272860000533,False,"""The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group."" [GOC:jl, ISBN:0198506732, Wikipedia:Porphyrin#Natural_formation]",69,389,2,22737,0.005141388174807198,0.028985507246376812,query_1,"['GO:0006778', 'GO:0033014']"
GO:BP,GO:0045229,external encapsulating structure organization,0.6032272860000533,False,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]",490,389,10,22737,0.02570694087403599,0.02040816326530612,query_1,['GO:0016043']
GO:BP,GO:0120254,olefinic compound metabolic process,0.6032272860000533,False,"""The chemical reactions and pathways involving an olefinic compound, any compound which contains a carbon-carbon double bond (aka C=C)."" [GOC:krc]",69,389,2,22737,0.005141388174807198,0.028985507246376812,query_1,['GO:0008152']
GO:BP,GO:0042593,glucose homeostasis,0.6034768894253039,False,"""Any process involved in the maintenance of an internal steady state of glucose within an organism or cell."" [GOC:go_curators]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,['GO:0033500']
GO:BP,GO:0010346,shoot axis formation,0.6034768894253039,False,"""The process that gives rise to a shoot axis. This process pertains to the initial formation of a structure from unspecified parts."" [GOC:tb]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,"['GO:0010016', 'GO:1905393']"
GO:BP,GO:0009056,catabolic process,0.6034768894253039,False,"""A cellular process consisting of the biochemical pathways by which a living organism breaks down substances. This includes the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]",1160,389,22,22737,0.056555269922879174,0.01896551724137931,query_1,['GO:0008152']
GO:BP,GO:0010223,secondary shoot formation,0.6034768894253039,False,"""The process that gives rise to secondary (or auxiliary or axillary) shoots in plants. This process pertains to the initial formation of a structure from unspecified parts. These secondary shoots originate from secondary meristems initiated in the axils of leaf primordia. Axillary meristems function like the shoot apical meristem of the primary shoot initiating the development of lateral organs."" [GOC:tb, PMID:12815068]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,"['GO:0001763', 'GO:0010346']"
GO:BP,GO:0040011,locomotion,0.6034768894253039,False,"""Self-propelled movement of a cell or organism from one location to another."" [GOC:dgh]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,['GO:0008150']
GO:BP,GO:0042330,taxis,0.6034768894253039,False,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,"['GO:0009605', 'GO:0040011']"
GO:BP,GO:0030091,protein repair,0.6034768894253039,False,"""The process of restoring a protein to its original state after damage by such things as oxidation or spontaneous decomposition of residues."" [GOC:mlg]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,['GO:0019538']
GO:BP,GO:0006829,zinc ion transport,0.6034768894253039,False,"""The directed movement of zinc (Zn II) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,['GO:0000041']
GO:BP,GO:0006935,chemotaxis,0.6034768894253039,False,"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,"['GO:0042221', 'GO:0042330']"
GO:BP,GO:0009746,response to hexose,0.6034768894253039,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hexose stimulus."" [GOC:jl]",70,389,2,22737,0.005141388174807198,0.02857142857142857,query_1,['GO:0034284']
GO:BP,GO:0050918,positive chemotaxis,0.6034768894253039,False,"""The directed movement of a motile cell or organism towards a higher concentration of a chemical."" [GOC:ai, GOC:bf, GOC:isa_complete]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,['GO:0006935']
GO:BP,GO:0009751,response to salicylic acid,0.6034768894253039,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salicylic acid stimulus."" [GOC:jl]",171,389,4,22737,0.010282776349614395,0.023391812865497075,query_1,['GO:1901700']
GO:BP,GO:0010183,pollen tube guidance,0.6034768894253039,False,"""The process in which the growth of pollen tube is directed towards the female gametophyte."" [GOC:lr]",24,389,1,22737,0.002570694087403599,0.041666666666666664,query_1,"['GO:0048868', 'GO:0050918']"
GO:BP,GO:0046488,phosphatidylinositol metabolic process,0.6034768894253039,False,"""The chemical reactions and pathways involving phosphatidylinositol, any glycophospholipid in which a sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [ISBN:0198506732]",70,389,2,22737,0.005141388174807198,0.02857142857142857,query_1,['GO:0006650']
GO:BP,GO:0008643,carbohydrate transport,0.6065499703562719,False,"""The directed movement of carbohydrate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carbohydrates are a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:ai]",121,389,3,22737,0.007712082262210797,0.024793388429752067,query_1,['GO:0006810']
GO:BP,GO:0031348,negative regulation of defense response,0.6065499703562719,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a defense response."" [GOC:mah]",71,389,2,22737,0.005141388174807198,0.028169014084507043,query_1,"['GO:0006952', 'GO:0031347', 'GO:0048585']"
GO:BP,GO:0009850,auxin metabolic process,0.6065499703562719,False,"""The chemical reactions and pathways involving auxins, a group of plant hormones that regulate aspects of plant growth."" [GOC:lr]",71,389,2,22737,0.005141388174807198,0.028169014084507043,query_1,['GO:0042445']
GO:BP,GO:0015711,organic anion transport,0.6119927794282756,False,"""The directed movement of organic anions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organic anions are atoms or small molecules with a negative charge which contain carbon in covalent linkage."" [GOC:ai, GOC:krc]",122,389,3,22737,0.007712082262210797,0.02459016393442623,query_1,['GO:0006810']
GO:BP,GO:0009688,abscisic acid biosynthetic process,0.6134834725413914,False,"""The chemical reactions and pathways resulting in the formation of abscisic acid, 5-(1-hydroxy-2,6,6,trimethyl-4-oxocyclohex-2-en-1-y1)-3-methylpenta-2,4-dienoic acid."" [ISBN:0387969845]",25,389,1,22737,0.002570694087403599,0.04,query_1,"['GO:0009687', 'GO:0016106', 'GO:0043289', 'GO:0072330', 'GO:0120255', 'GO:1902645']"
GO:BP,GO:1990110,callus formation,0.6134834725413914,False,"""The process by which a callus is formed at a wound site. A plant callus is a portion of plant tissue that consists of mass of undifferentiated plant cells. It consists primarily of parenchyma cells but possibly contains other cell types as the callus begins to differentiate."" [ISBN:0070187517]",25,389,1,22737,0.002570694087403599,0.04,query_1,"['GO:0032501', 'GO:0042060']"
GO:BP,GO:0043289,apocarotenoid biosynthetic process,0.6134834725413914,False,"""The chemical reactions and pathways resulting in the formation of apocarotenoids by the oxidative cleavage of carotenoids. Many apocarotenoids are biologically important e.g. retinal and abscisic acid."" [GOC:jl, PMID:27485225]",25,389,1,22737,0.002570694087403599,0.04,query_1,['GO:0008299']
GO:BP,GO:1902645,tertiary alcohol biosynthetic process,0.6134834725413914,False,"""The chemical reactions and pathways resulting in the formation of tertiary alcohol."" [GO_REF:0000068, GOC:mengo_curators, GOC:TermGenie, PMID:11288200]",25,389,1,22737,0.002570694087403599,0.04,query_1,"['GO:0046165', 'GO:1902644']"
GO:BP,GO:0048586,"regulation of long-day photoperiodism, flowering",0.6190293467636729,False,"""Any process that modulates the frequency, rate or extent of long-day photoperiodism, where the response associated with the photoperiodism is flowering. Flowering is defined by the switch from the vegetative to the reproductive phase."" [GOC:jid, GOC:pj, ISBN:0582015952, ISBN:0697037754, ISBN:0709408862]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,"['GO:0048574', 'GO:2000028']"
GO:BP,GO:0170041,non-proteinogenic amino acid metabolic process,0.6190293467636729,False,"""The chemical reactions and pathways involving non-proteingenic amino acids."" [GOC:ew]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,"['GO:0006520', 'GO:0019752']"
GO:BP,GO:0010017,red or far-red light signaling pathway,0.6190293467636729,False,"""The series of molecular signals initiated upon sensing by photoreceptor molecules of red light or far red light. Red light is electromagnetic radiation of wavelength of 580-700nm. Far red light is electromagnetic radiation of wavelength 700-800nm. An example of this response is seen at the beginning of many plant species developmental stages. These include germination, and the point when cotyledon expansion is triggered. In certain species these processes take place in response to absorption of red light by the pigment molecule phytochrome, but the signal can be reversed by exposure to far red light. During the initial phase the phytochrome molecule is only present in the red light absorbing form, but on absorption of red light it changes to a far red light absorbing form, triggering progress through development. An immediate short period of exposure to far red light entirely returns the pigment to its initial state and prevents triggering of the developmental process. A thirty minute break between red and subsequent far red light exposure renders the red light effect irreversible, and development then occurs regardless of whether far red light exposure subsequently occurs."" [GOC:lr, GOC:mtg_far_red, GOC:sm]",74,389,2,22737,0.005141388174807198,0.02702702702702703,query_1,"['GO:0007165', 'GO:0071489']"
GO:BP,GO:0009892,negative regulation of metabolic process,0.6190293467636729,False,"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]",613,389,12,22737,0.030848329048843187,0.01957585644371941,query_1,"['GO:0008152', 'GO:0019222', 'GO:0048523']"
GO:BP,GO:0006568,L-tryptophan metabolic process,0.6190293467636729,False,"""The chemical reactions and pathways involving tryptophan, the chiral amino acid 2-amino-3-(1H-indol-3-yl)propanoic acid."" [ISBN:0198547684]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,"['GO:0009072', 'GO:0042430', 'GO:0170033', 'GO:0170039']"
GO:BP,GO:0043086,negative regulation of catalytic activity,0.6190293467636729,False,"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,"['GO:0044092', 'GO:0050790']"
GO:BP,GO:0042060,wound healing,0.6190293467636729,False,"""The series of events that restore integrity to a damaged tissue, following an injury."" [GOC:bf, PMID:15269788]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,['GO:0009611']
GO:BP,GO:0033014,tetrapyrrole biosynthetic process,0.6190293467636729,False,"""The chemical reactions and pathways leading to the formation of tetrapyrroles, natural pigments containing four pyrrole rings joined by one-carbon units linking position 2 of one pyrrole ring to position 5 of the next."" [GOC:mah]",73,389,2,22737,0.005141388174807198,0.0273972602739726,query_1,"['GO:0009058', 'GO:0033013']"
GO:BP,GO:0034284,response to monosaccharide,0.6190293467636729,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a monosaccharide stimulus."" [GOC:mah]",74,389,2,22737,0.005141388174807198,0.02702702702702703,query_1,['GO:0009743']
GO:BP,GO:0010166,wax metabolic process,0.6190293467636729,False,"""The chemical reactions and pathways involving wax, a compound containing C16 and C18 fatty acids."" [GOC:sm]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,['GO:1901568']
GO:BP,GO:0010025,wax biosynthetic process,0.6190293467636729,False,"""The chemical reactions and pathways resulting in the formation of wax, which includes C16 and C18 fatty acids."" [ISBN:0943088399]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,"['GO:0010166', 'GO:1901570']"
GO:BP,GO:0052543,callose deposition in cell wall,0.6190293467636729,False,"""Any process in which callose is transported to, and/or maintained in, the cell wall. Callose is a linear 1,3-beta-d-glucan formed from UDP-glucose and is found in certain plant cell walls."" [GOC:mtg_pamgo_17jul06]",26,389,1,22737,0.002570694087403599,0.038461538461538464,query_1,"['GO:0052386', 'GO:0052545']"
GO:BP,GO:0045165,cell fate commitment,0.6190293467636729,False,"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]",74,389,2,22737,0.005141388174807198,0.02702702702702703,query_1,"['GO:0030154', 'GO:0048869']"
GO:BP,GO:0098542,defense response to other organism,0.6256846831463695,False,"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]",341,389,7,22737,0.017994858611825194,0.020527859237536656,query_1,"['GO:0006952', 'GO:0051707']"
GO:BP,GO:0065001,specification of axis polarity,0.6281840070859798,False,"""The pattern specification process in which the polarity of a body or organ axis is established and maintained."" [GOC:mah]",27,389,1,22737,0.002570694087403599,0.037037037037037035,query_1,"['GO:0007389', 'GO:0009798']"
GO:BP,GO:0046439,L-cysteine metabolic process,0.6281840070859798,False,"""The chemical reactions and pathways involving L-cysteine, the L-enantiomer of 2-amino-3-mercaptopropanoic acid, i.e. (2R)-2-amino-3-mercaptopropanoic acid."" [GOC:ai, GOC:jsg, GOC:mah]",27,389,1,22737,0.002570694087403599,0.037037037037037035,query_1,"['GO:0006534', 'GO:0170033', 'GO:0170039']"
GO:BP,GO:0009900,dehiscence,0.6281840070859798,False,"""The opening of an anther, fruit or other structure, which permits the escape of reproductive bodies contained within it."" [ISBN:0879015322]",27,389,1,22737,0.002570694087403599,0.037037037037037035,query_1,['GO:0048609']
GO:BP,GO:0052542,defense response by callose deposition,0.6281840070859798,False,"""Any process in which callose is transported to, and/or maintained in, a specific location during the defense response. Callose is a linear 1,3-beta-d-glucan formed from UDP-glucose and is found in certain plant cell walls."" [GOC:mtg_pamgo_17jul06]",27,389,1,22737,0.002570694087403599,0.037037037037037035,query_1,"['GO:0006952', 'GO:0009743', 'GO:0052545']"
GO:BP,GO:0009790,embryo development,0.6281840070859798,False,"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]",397,389,8,22737,0.02056555269922879,0.020151133501259445,query_1,['GO:0007275']
GO:BP,GO:0098739,import across plasma membrane,0.6281840070859798,False,"""The directed movement of some substance from outside of a cell, across the plasma membrane and into the cytosol."" [GOC:dos]",27,389,1,22737,0.002570694087403599,0.037037037037037035,query_1,"['GO:0055085', 'GO:0098657']"
GO:BP,GO:1903409,reactive oxygen species biosynthetic process,0.6281840070859798,False,"""The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen."" [GO_REF:0000068, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]",27,389,1,22737,0.002570694087403599,0.037037037037037035,query_1,"['GO:0009058', 'GO:0072593']"
GO:BP,GO:0010605,negative regulation of macromolecule metabolic process,0.6300476305736326,False,"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]",565,389,11,22737,0.028277634961439587,0.019469026548672566,query_1,"['GO:0009892', 'GO:0043170', 'GO:0060255']"
GO:BP,GO:0042445,hormone metabolic process,0.6302466844421011,False,"""The chemical reactions and pathways involving any hormone, naturally occurring substances secreted by specialized cells that affects the metabolism or behavior of other cells possessing functional receptors for the hormone."" [GOC:jl]",128,389,3,22737,0.007712082262210797,0.0234375,query_1,"['GO:0008152', 'GO:0010817']"
GO:BP,GO:0045333,cellular respiration,0.63088669013877,False,"""The enzymatic release of energy from inorganic and organic compounds (especially carbohydrates and fats) which either requires oxygen (aerobic respiration) or does not (anaerobic respiration)."" [GOC:das, ISBN:0140513590, ISBN:0198506732]",183,389,4,22737,0.010282776349614395,0.02185792349726776,query_1,['GO:0015980']
GO:BP,GO:0009744,response to sucrose,0.63088669013877,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a sucrose stimulus."" [GOC:jl]",77,389,2,22737,0.005141388174807198,0.025974025974025976,query_1,['GO:0034285']
GO:BP,GO:0001763,morphogenesis of a branching structure,0.63088669013877,False,"""The process in which the anatomical structures of branches are generated and organized. A branch is a division or offshoot from a main stem. Examples in animals would include blood vessels, nerves, lymphatics and other endothelial or epithelial tubes."" [ISBN:0721662544]",28,389,1,22737,0.002570694087403599,0.03571428571428571,query_1,"['GO:0009653', 'GO:0032501']"
GO:BP,GO:0070297,regulation of phosphorelay signal transduction system,0.63088669013877,False,"""Any process that modulates the frequency, rate or extent of signal transduction via a phosphorelay signal transduction system."" [GOC:mah]",28,389,1,22737,0.002570694087403599,0.03571428571428571,query_1,"['GO:0000160', 'GO:1902531']"
GO:BP,GO:0010104,regulation of ethylene-activated signaling pathway,0.63088669013877,False,"""Any process that modulates the frequency, rate or extent of ethylene (ethene) signal transduction."" [GOC:tb]",28,389,1,22737,0.002570694087403599,0.03571428571428571,query_1,"['GO:0009873', 'GO:0070297']"
GO:BP,GO:0010167,response to nitrate,0.63088669013877,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrate stimulus."" [GOC:sm]",28,389,1,22737,0.002570694087403599,0.03571428571428571,query_1,"['GO:1901698', 'GO:1901700']"
GO:BP,GO:0052386,cell wall thickening,0.63088669013877,False,"""A type of cell wall modification in which the cell wall is reinforced and made thicker."" [GOC:mtg_pamgo_17jul06]",28,389,1,22737,0.002570694087403599,0.03571428571428571,query_1,['GO:0042545']
GO:BP,GO:0006879,intracellular iron ion homeostasis,0.63088669013877,False,"""A homeostatic process involved in the maintenance of a steady state level of iron ions within a cell."" [GOC:ai, GOC:mah]",28,389,1,22737,0.002570694087403599,0.03571428571428571,query_1,"['GO:0030003', 'GO:0098771']"
GO:BP,GO:0097306,cellular response to alcohol,0.63088669013877,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr]",292,389,6,22737,0.015424164524421594,0.02054794520547945,query_1,"['GO:0097305', 'GO:1901701']"
GO:BP,GO:0008202,steroid metabolic process,0.63088669013877,False,"""The chemical reactions and pathways involving steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [ISBN:0198547684]",77,389,2,22737,0.005141388174807198,0.025974025974025976,query_1,['GO:0006629']
GO:BP,GO:0006595,polyamine metabolic process,0.63088669013877,False,"""The chemical reactions and pathways involving polyamines, any organic compound containing two or more amino groups."" [ISBN:0198506732]",28,389,1,22737,0.002570694087403599,0.03571428571428571,query_1,['GO:0006576']
GO:BP,GO:0071215,cellular response to abscisic acid stimulus,0.63088669013877,False,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abscisic acid stimulus."" [GOC:mah]",292,389,6,22737,0.015424164524421594,0.02054794520547945,query_1,"['GO:0009737', 'GO:0032870', 'GO:0071396', 'GO:0097306']"
GO:BP,GO:0045087,innate immune response,0.6331113857531965,False,"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]",238,389,5,22737,0.012853470437017995,0.02100840336134454,query_1,"['GO:0006955', 'GO:0140546']"
GO:BP,GO:0035266,meristem growth,0.6339624047203601,False,"""The increase in size or mass of a meristem, a region of tissue in a plant that is composed of one or more undifferentiated cells capable of undergoing mitosis and differentiation."" [GOC:bf, ISBN:0198547684]",78,389,2,22737,0.005141388174807198,0.02564102564102564,query_1,"['GO:0048507', 'GO:0048589']"
GO:BP,GO:0006650,glycerophospholipid metabolic process,0.6363967028739558,False,"""The chemical reactions and pathways involving glycerophospholipids, any derivative of glycerophosphate that contains at least one O-acyl, O-alkyl, or O-alkenyl group attached to the glycerol residue."" [ISBN:0198506732]",131,389,3,22737,0.007712082262210797,0.022900763358778626,query_1,"['GO:0006644', 'GO:0046486']"
GO:BP,GO:0140546,defense response to symbiont,0.6363967028739558,False,"""Reactions triggered in response to the presence of a symbiont that act to protect or prevent damage to the host."" [GOC:pg]",294,389,6,22737,0.015424164524421594,0.02040816326530612,query_1,['GO:0098542']
GO:BP,GO:0034285,response to disaccharide,0.6384801514350774,False,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disaccharide stimulus."" [GOC:sart]",79,389,2,22737,0.005141388174807198,0.02531645569620253,query_1,['GO:0009743']
GO:BP,GO:0006833,water transport,0.6384801514350774,False,"""The directed movement of water (H2O) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",29,389,1,22737,0.002570694087403599,0.034482758620689655,query_1,['GO:0042044']
GO:BP,GO:0003333,amino acid transmembrane transport,0.6384801514350774,False,"""The process in which an amino acid is transported across a membrane."" [GOC:dph, GOC:tb]",29,389,1,22737,0.002570694087403599,0.034482758620689655,query_1,"['GO:0006865', 'GO:0055085']"
GO:BP,GO:0042044,fluid transport,0.6384801514350774,False,"""The directed movement of substances that are in liquid form in normal living conditions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",29,389,1,22737,0.002570694087403599,0.034482758620689655,query_1,['GO:0006810']
GO:BP,GO:0006534,cysteine metabolic process,0.6384801514350774,False,"""The chemical reactions and pathways involving cysteine, 2-amino-3-mercaptopropanoic acid."" [GOC:go_curators]",29,389,1,22737,0.002570694087403599,0.034482758620689655,query_1,"['GO:0000096', 'GO:1901605']"
GO:BP,GO:0071555,cell wall organization,0.6411331089234273,False,"""A process that results in the assembly, arrangement of constituent parts, or disassembly of the cell wall, the rigid or semi-rigid envelope lying outside the cell membrane of plant, fungal and most prokaryotic cells, maintaining their shape and protecting them from osmotic lysis."" [GOC:mah]",463,389,9,22737,0.02313624678663239,0.019438444924406047,query_1,"['GO:0045229', 'GO:0071554']"
GO:BP,GO:0048582,positive regulation of post-embryonic development,0.6439490926227525,False,"""Any process that activates or increases the frequency, rate or extent of post-embryonic development. Post-embryonic development is defined as the process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure."" [GOC:jid]",80,389,2,22737,0.005141388174807198,0.025,query_1,"['GO:0009791', 'GO:0048580', 'GO:0051094', 'GO:0051240']"
GO:BP,GO:0033500,carbohydrate homeostasis,0.6493027896542783,False,"""A homeostatic process involved in the maintenance of an internal steady state of a carbohydrate within an organism or cell."" [GOC:mah]",30,389,1,22737,0.002570694087403599,0.03333333333333333,query_1,['GO:0048878']
GO:BP,GO:0045168,cell-cell signaling involved in cell fate commitment,0.6493027896542783,False,"""Signaling at long or short range between cells that results in the commitment of a cell to a certain fate."" [GOC:dph, GOC:go_curators, GOC:tb]",30,389,1,22737,0.002570694087403599,0.03333333333333333,query_1,"['GO:0007267', 'GO:0045165']"
GO:BP,GO:0046351,disaccharide biosynthetic process,0.6493027896542783,False,"""The chemical reactions and pathways resulting in the formation of disaccharides, sugars composed of two monosaccharide units."" [GOC:ai]",30,389,1,22737,0.002570694087403599,0.03333333333333333,query_1,"['GO:0005984', 'GO:0009312']"
GO:BP,GO:0022604,regulation of cell morphogenesis,0.6493027896542783,False,"""Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."" [GOC:isa_complete]",81,389,2,22737,0.005141388174807198,0.024691358024691357,query_1,"['GO:0000902', 'GO:0022603']"
GO:BP,GO:0009909,regulation of flower development,0.6527494084489345,False,"""Any process that modulates the frequency, rate or extent of flower development."" [GOC:go_curators]",135,389,3,22737,0.007712082262210797,0.022222222222222223,query_1,"['GO:0009908', 'GO:0048580', 'GO:0048831', 'GO:2000241']"
